,country_code,code_year,Country,Continent,year,One.person,Couple.only,Couple.with.children,Single.parent.with.children,Single.mother.with.children,Single.father.with.children,Extended.family,Non.relatives,Unknown,relative_parental_care,no_adult_male,no_adult_female,annual_ASR,NO_MALE,NO_FEMALE,ASR.15.49,GDP_per_capita,PD,mean_years_of_schooling,unemployment_rate,unemployment_rate_full,median.age_full,median.age,Main.religion
99,124,124_2011,Canada,North America,2011,27.4681124,25.58135791,27.60828217,8.617427883,6.897507137,1.719920746,5.388582918,5.336236719,0,0.603183723,14224.257,14645.203,0.492709493,8502.321,8328.294,0.505169954,52087.44638,3.830124732,5.5,1.4,1.4,17.9,NA,Christianity
100,124,124_2016,Canada,North America,2016,28.1960094,25.79867369,26.50887431,8.848372096,NA,NA,NA,NA,10.64807051,NA,15079.066,15519.743,0.492799115,8501.529,8394.484,0.503167759,42322.48478,4.027563942,6.1,1.3,1.3,18.2,NA,Christianity
101,140,140_1994,Central African Republic,Africa,1994,13.50336163,8.254431579,23.05678695,6.267694345,4.441644609,1.826049737,45.86989008,3.047835427,0,0.386031204,858.137,909.699,0.485416634,696.28,718.01,0.4923177,271.5056708,5.032288356,10.6,NA,0.9,32.9,NA,Christianity
102,148,148_1997,Chad,Africa,1997,9.559245282,5.993229349,36.32241767,8.338195459,7.16045396,1.177741498,36.94002879,2.808378588,0.038504859,0.783890579,1896.085,1957.743,0.492000421,1574.15,1598.259,0.496200206,205.8627232,5.958936626,2.6,NA,0.93,18.2,NA,Islam
103,148,148_2004,Chad,Africa,2004,8.028637267,5.087317736,41.22841709,7.653941057,6.606576477,1.04736458,36.72809453,1.240694242,0.032898081,0.799878584,2443.134,2501.638,0.494084257,2052.198,2061.838,0.498828401,454.3360852,7.730914072,3.2,NA,0.93,18.1,NA,Islam
104,148,148_2015,Chad,Africa,2015,7.732240271,3.874543223,44.39041133,9.593120445,8.407168319,1.185952126,33.52904533,0.841166668,0.039472728,0.850582584,3654.19,3706.561,0.49644255,3121.122,3107.256,0.501113131,776.0195323,11.20630162,4.2,0.96,0.96,17.1,17.1,Islam
105,152,152_1992,Chile,South America,1992,8.316079008,7.226172333,40.22453899,8.34613493,7.138736923,1.207398007,27.42921679,8.457857954,0,0.771770923,4665.992,4971.007,0.484174793,3622.628,3676.91,0.496281819,3350.213845,18.45222398,8.2,NA,1.13,25.7,NA,Christianity
106,152,152_2002,Chile,South America,2002,11.42539368,9.185044718,37.42680747,9.433302211,8.019513184,1.413789027,26.46608233,6.063369595,0,0.753763399,5617.652,5941.996,0.485970853,4191.546,4204.475,0.499230052,4446.250505,21.09446399,9.2,NA,1.32,28.7,NA,Christianity
107,152,152_2002,Chile,South America,2002,11.60583055,9.662635608,47.31574407,NA,NA,NA,NA,NA,NA,NA,5617.652,5941.996,0.485970853,4191.546,4204.475,0.499230052,4446.250505,21.09446399,9.2,NA,1.32,28.7,NA,Christianity
108,156,156_1990,China,Asia,1990,6.318387325,6.493071989,NA,NA,NA,NA,NA,0.377835184,87.56854069,NA,430181.714,410234.258,0.511867609,335392.208,317343.044,0.513825792,317.884673,120.4482491,4.8,NA,0.78,24.9,24.9,Unaffiliated Religions
109,156,156_2000,China,Asia,2000,8.589161342,12.8233378,46.95574348,5.404684468,3.545921906,1.858762562,NA,NA,26.22707291,0.28050525,494561.861,476077.878,0.509521547,375868.508,357675.94,0.512400454,959.3724836,133.9719036,6.5,0.78,0.78,30,30,Unaffiliated Religions
110,156,156_2010,China,Asia,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,566776.029,546615.101,0.509053839,400630.752,378753.331,0.51403507,4550.453108,141.9360723,7.3,0.78,0.78,35,35,Unaffiliated Religions
111,170,170_1990,Colombia,South America,1990,6.624852222,5.415908598,38.55645681,9.302522548,8.072905348,1.2296172,28.43633853,11.65092779,0.012993493,0.817259931,10252.417,10918.954,0.48425853,8374.531,8742.741,0.489244489,1445.32863,29.83557368,5.5,NA,1.78,21.9,21.9,Christianity
112,170,170_1993,Colombia,South America,1993,6.826477,5.922670617,38.49533285,10.06162316,8.430635515,1.630987647,27.80741714,10.88647924,0,0.713409642,10978.18,11768.197,0.482634223,8922.223,9372.281,0.487699639,1893.542212,31.62800541,5.8,NA,1.78,21.9,NA,Christianity
113,170,170_1995,Colombia,South America,1995,6.390415956,5.705380845,41.0192833,9.419093832,8.290359575,1.128734257,27.81638869,9.601264635,0.048172742,0.865981661,11488.756,12362.903,0.481675342,9294.843,9798.284,0.486816172,2539.912877,32.8268932,6.1,1.68,1.68,22.9,22.9,Christianity
114,170,170_2000,Colombia,South America,2000,7.672811586,5.885796838,37.66984867,10.66992024,9.498334263,1.171585973,30.1388559,7.962766768,0,0.908873286,12837.747,13883.227,0.48043709,10199.82,10801.617,0.48567248,2520.481089,35.7187607,6.5,1.45,1.45,24.1,24.1,Christianity
115,170,170_2005,Colombia,South America,2005,7.650872912,6.523853137,36.43705301,11.18556374,9.921090713,1.264473031,32.71433824,5.488318954,0,0.89464985,14297.42,15419.066,0.481127547,11066.622,11634.299,0.487496609,3414.465158,38.43869401,6.8,1.75,1.75,25.7,25.7,Christianity
116,170,170_2005,Colombia,South America,2005,11.13016026,7.242477674,37.11068472,12.0140113,NA,NA,NA,NA,32.50266605,NA,14297.42,15419.066,0.481127547,11066.622,11634.299,0.487496609,3414.465158,38.43869401,6.8,1.75,1.75,25.7,25.7,Christianity
117,170,170_2005,Colombia,South America,2005,11.36768608,7.356969108,37.19501615,11.74955362,10.02816071,1.721392913,24.72256964,7.608205402,0,0.765341274,14297.42,15419.066,0.481127547,11066.622,11634.299,0.487496609,3414.465158,38.43869401,6.8,1.75,1.75,25.7,25.7,Christianity
118,170,170_2010,Colombia,South America,2010,9.438077262,7.765513249,36.16333296,12.37929239,11.04062141,1.338670985,30.05730495,4.193746317,0.002732872,0.916319667,15861.008,17030.129,0.482227416,11971.029,12427.952,0.490636433,6336.709474,40.75953042,7.4,1.64,1.64,27.5,27.5,Christianity
119,170,170_2015,Colombia,South America,2015,11.1259082,9.777557897,34.19200223,12.69649331,11.43775838,1.25873493,28.92830649,3.279731875,0,0.958406634,17331.535,18532.472,0.483257072,12610.491,12952.328,0.493313785,6175.87603,42.83070482,8.1,1.7,1.7,29.5,29.5,Christianity
120,174,174_1996,Comoros,Africa,1996,2.31316726,3.558718861,27.84697509,7.606761566,6.939501779,0.667259786,50.6227758,8.051601423,0,1.017033339,133.242,134.3,0.49802274,111.45,109.798,0.503733367,810.5442344,262.5615261,NA,NA,1.17,17.1,NA,Islam
121,174,174_2012,Comoros,Africa,2012,4.910657195,4.58068229,36.16517526,8.931962902,7.771653307,1.160309595,38.06543984,7.071293955,0.274788551,0.825939535,215.001,214.201,0.500931962,180.136,176.377,0.505271898,1403.34862,388.968834,4.6,1.15,1.15,19.1,NA,Islam
122,178,178_2005,Congo,Africa,2005,8.861331316,4.781789977,28.63071839,6.552253324,4.986827982,1.565425342,47.38822836,3.785678634,0,0.503192028,1032.642,1074.021,0.490179018,891.809,898.15,0.49822873,1835.609778,10.60841874,5.8,1.14,1.14,18.9,18.9,Christianity
123,178,178_2009,Congo,Africa,2009,12.26820632,5.284145543,34.00131184,9.932084196,6.989166236,2.94291796,36.05737666,2.321889928,0.134985515,0.375647215,1191.082,1225.801,0.492817402,1026.614,1027.633,0.499751977,2345.568944,12.13877306,6,NA,1.14,18.9,NA,Christianity
124,178,178_2011,Congo,Africa,2011,13.08864795,5.837031273,34.45392067,8.210795541,6.021326033,2.189469508,35.83535927,2.5742453,0,0.439353242,1261.901,1293.763,0.493766395,1082.922,1082.041,0.500203468,3562.216188,12.86923572,6.2,1.18,1.18,19.2,NA,Christianity
125,180,180_2007,Dem. Republic of the Congo,Africa,2007,6.727813033,4.661346021,38.34132505,7.835466722,6.654030864,1.181435859,40.3475109,2.028161975,0.058376303,0.750674663,15537.368,16021.504,0.492329637,12929.095,13027.661,0.498101342,286.3304921,25.78402902,4.8,NA,0.63,17,NA,Christianity
126,180,180_2013,Dem. Republic of the Congo,Africa,2013,7.253944633,4.70972599,36.69852416,10.69769941,9.045232478,1.652466929,38.53627985,2.103825964,0,0.738286957,18885.47,19371.325,0.493650082,15708.522,15801.738,0.498520863,457.9637283,31.47650339,6,0.69,0.69,16.9,NA,Christianity
127,188,188_2000,Costa Rica,North America,2000,8.001707586,8.494200454,48.99314883,11.15657733,10.00708024,1.149497095,18.39403594,4.960329856,0,0.939799504,1357.908,1369.767,0.497826171,1057.51,1048.493,0.502140785,3772.870012,77.60227184,8,1.53,1.53,25.3,25.3,Christianity
128,188,188_2011,Costa Rica,North America,2011,11.2267724,10.75676942,41.25124163,13.70519022,12.16920108,1.535989146,19.41952208,3.640504244,0,0.89887392,1755.325,1773.192,0.4974682,1277.924,1261.379,0.503257784,9121.932518,90.73807286,8.4,1.49,1.49,29.1,NA,Christianity
129,188,188_2011,Costa Rica,North America,2011,11.27090877,10.68367259,41.7582,13.82309025,NA,NA,NA,NA,22.46412839,NA,1755.325,1773.192,0.4974682,1277.924,1261.379,0.503257784,9121.932518,90.73807286,8.4,1.49,1.49,29.1,NA,Christianity
130,191,191_2001,Croatia,Europe,2001,20.7860959,15.75616786,36.14751008,9.115615039,NA,NA,NA,NA,18.19461112,NA,1734.831,1918.451,0.474869172,1092.921,1076.855,0.503702225,5362.022897,76.9029154,9.8,NA,1.15,38.9,NA,Christianity
131,191,191_2011,Croatia,Europe,2011,24.56291416,16.87232314,32.78476246,10.04444918,NA,NA,NA,NA,15.73555105,NA,1735.067,1912.823,0.475635778,996.973,976.344,0.505226986,14609.52435,76.49431737,11.1,1.01,1.01,41.7,NA,Christianity
132,192,192_2002,Cuba,North America,2002,13.73013554,11.66772119,30.72285225,11.87399099,10.18524561,1.688745386,28.60879952,3.396500506,0,0.780407331,4385.536,4482.282,0.494545107,3053.831,3044.447,0.500769398,2999.245244,105.2697716,9.5,NA,2.17,32.8,NA,Christianity
133,196,196_2001,Cyprus,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.804,373.362,0.501629812,262.824,248.261,0.514247141,14821.44682,103.925974,10.1,NA,2.28,31.8,NA,Christianity
134,196,196_2001,Cyprus,Europe,2001,16.01546092,23.73028285,49.4928281,5.733947004,NA,NA,NA,NA,5.027481124,NA,375.804,373.362,0.501629812,262.824,248.261,0.514247141,14821.44682,103.925974,10.1,NA,2.28,31.8,NA,Christianity
135,196,196_2011,Cyprus,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.394,467.305,0.495731624,309.011,302.379,0.505423707,32396.38574,121.7351732,11.6,0.95,0.95,33.9,NA,Christianity
136,196,196_2011,Cyprus,Europe,2011,20.762955,23.64876897,36.59387552,6.162075174,NA,NA,NA,NA,12.83232534,NA,459.394,467.305,0.495731624,309.011,302.379,0.505423707,32396.38574,121.7351732,11.6,0.95,0.95,33.9,NA,Christianity
137,203,203_2001,Czechia,Europe,2001,30.26921896,28.31242729,25.30359326,12.87552315,NA,NA,NA,NA,3.239237345,NA,4157.734,4478.726,0.48141646,2673.251,2594.547,0.507470294,6637.041657,132.2195548,10.9,NA,1.44,37.5,NA,Unaffiliated Religions
138,203,203_2001,Czechia,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4157.734,4478.726,0.48141646,2673.251,2594.547,0.507470294,6637.041657,132.2195548,10.9,NA,1.44,37.5,NA,Unaffiliated Religions
139,203,203_2011,Czechia,Europe,2011,32.50531071,18.84292598,24.50109963,10.29477578,NA,NA,NA,NA,13.8558879,NA,4409.455,4637.732,0.48738409,2670.259,2526.537,0.513827943,21871.26608,135.8892802,12.5,1.36,1.36,39.6,NA,Unaffiliated Religions
140,203,203_2011,Czechia,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4409.455,4637.732,0.48738409,2670.259,2526.537,0.513827943,21871.26608,135.8892802,12.5,1.36,1.36,39.6,NA,Unaffiliated Religions
141,204,204_1992,Benin,Africa,1992,12.13536151,3.394868586,22.67136806,8.798257437,6.754837778,2.043419659,36.46264561,15.12226822,1.415230577,0.519257356,1373.473,1519.334,0.47478902,1138.073,1201.658,0.486411899,317.9628553,47.28452465,1.8,NA,0.26,17.1,NA,Christianity
142,204,204_1996,Benin,Africa,1996,8.703389939,3.46050874,27.12807992,7.004037495,4.628723237,2.375314258,44.98294968,8.615714543,0.10531968,0.289740138,1592.163,1733.908,0.478691826,1326.63,1377.936,0.490514929,387.4329246,54.04628414,2.2,NA,0.35,17.2,NA,Christianity
143,204,204_2001,Benin,Africa,2001,11.85959957,3.977848241,31.49695892,8.330524941,6.398432954,1.932091987,38.08525978,6.129122587,0.120685953,0.520045824,1876.881,2010.476,0.482816731,1576.954,1611.445,0.494591173,517.6142296,62.75924973,2.6,NA,0.45,17.3,NA,Christianity
144,204,204_2002,Benin,Africa,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1943.04,2072.678,0.483858677,1633.551,1664.81,0.495261434,572.2287954,64.69842143,2.7,NA,0.45,17.3,NA,Christianity
145,204,204_2002,Benin,Africa,2002,12.18053065,3.913370407,28.39589823,10.57502417,8.588592063,1.986432107,35.90699135,9.028185191,0,0.635848249,1943.04,2072.678,0.483858677,1633.551,1664.81,0.495261434,572.2287954,64.69842143,2.7,NA,0.45,17.3,NA,Christianity
146,204,204_2006,Benin,Africa,2006,10.50150165,3.859672758,38.16046848,10.27701806,8.739055009,1.537963052,34.55943894,2.575843435,0.066056678,0.754518571,2226.684,2344.243,0.487140573,1872.722,1895.682,0.496953617,855.2940392,72.87067222,2.8,NA,0.65,17.6,NA,Christianity
147,204,204_2012,Benin,Africa,2012,10.26512972,3.602547815,38.51594971,11.48822954,8.876700175,2.611529363,33.89222823,2.186162546,0.049752441,0.531356638,2687.176,2799.799,0.489737241,2252.45,2271.231,0.497924146,1145.140811,86.28279532,3,1.18,1.18,17.9,NA,Christianity
148,204,204_2013,Benin,Africa,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775.221,2884.16,0.490375361,2324.252,2339.554,0.498359494,1251.210518,88.72461866,3.2,1.2,1.2,17.9,NA,Christianity
149,204,204_2013,Benin,Africa,2013,10.80992797,3.455301432,33.75631848,11.91555799,9.921880623,1.993677369,34.98762602,5.075268103,0,0.696939118,2775.221,2884.16,0.490375361,2324.252,2339.554,0.498359494,1251.210518,88.72461866,3.2,1.2,1.2,17.9,NA,Christianity
150,204,204_2018,Benin,Africa,2018,9.777451462,3.511316079,35.42903125,10.65776882,8.316530881,2.341237942,36.34048095,4.28395144,0,0.550496651,3258.231,3351.67,0.492931891,2714.386,2715.168,0.499927987,1240.829464,101.8539198,3.8,1.16,1.16,18.2,NA,Christianity
151,214,214_1991,Dominican Republic,North America,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2253.668,2246.951,0.500746231,1806.027,1821.985,0.497800724,1338.896045,150.4949079,5.1,2.48,2.48,20.3,NA,Christianity
152,214,214_1996,Dominican Republic,North America,1996,8.312300349,7.131774767,35.36342562,8.987649218,7.428864649,1.558784569,34.35577623,5.829608309,0.019465508,0.678136348,2521.774,2532.67,0.498922137,2015.601,2039.453,0.497058979,2293.755246,164.6193956,6,NA,2.52,21.4,NA,Christianity
153,214,214_1999,Dominican Republic,North America,1999,8.146564136,5.124850039,32.06081989,10.95023468,8.850828893,2.099405789,33.21904767,10.32106854,0.177415045,0.624887554,2686.563,2712.311,0.497615429,2138.1,2168.774,0.496438949,2653.344012,172.7030221,6.3,NA,2.52,21.4,NA,Christianity
154,214,214_2002,Dominican Republic,North America,2002,9.922585916,7.624770538,39.08353142,12.63527779,10.21984025,2.41543754,27.5895331,3.144301231,0,0.626448296,2864.44,2882.478,0.498430637,2264.197,2278.959,0.498375358,3110.32509,180.6039122,6.7,NA,2.54,22.5,NA,Christianity
155,214,214_2002,Dominican Republic,North America,2002,10.60296794,NA,NA,NA,NA,NA,NA,NA,NA,NA,2864.44,2882.478,0.498430637,2264.197,2278.959,0.498375358,3110.32509,180.6039122,6.7,NA,2.54,22.5,NA,Christianity
156,214,214_2002,Dominican Republic,North America,2002,11.03890575,7.999900027,36.19428905,10.45520424,8.598446824,1.856757419,28.71709958,5.414244677,0.180356673,0.665664842,2864.44,2882.478,0.498430637,2264.197,2278.959,0.498375358,3110.32509,180.6039122,6.7,NA,2.54,22.5,NA,Christianity
157,214,214_2007,Dominican Republic,North America,2007,12.22506648,7.801357908,32.07508606,13.14624356,10.88447,2.26177356,29.68071689,4.765068767,0.306460332,0.682358164,3172.123,3174.352,0.499824391,2464.081,2446.727,0.501766919,4707.792532,193.3111364,7.2,NA,1.99,23.7,NA,Christianity
158,214,214_2010,Dominican Republic,North America,2010,14.60498005,NA,NA,NA,NA,NA,NA,NA,NA,NA,3353.989,3373.418,0.498555982,2569.66,2557.156,0.50121947,5555.389722,200.685593,7.3,1.71,1.71,25,25,Christianity
159,214,214_2010,Dominican Republic,North America,2010,13.56775571,8.182227067,31.61703628,13.24197398,11.17342205,2.068551933,30.06916784,3.321839127,0,0.732519775,3353.989,3373.418,0.498555982,2569.66,2557.156,0.50121947,5555.389722,200.685593,7.3,1.71,1.71,25,25,Christianity
160,214,214_2013,Dominican Republic,North America,2013,14.33210278,8.890597167,28.59978573,13.17478058,10.80471776,2.370062822,28.48747138,6.370584488,0.144677881,0.658853569,3525.412,3561.367,0.497463234,2661.823,2650.227,0.501091481,6238.133608,207.9947009,7.6,1.97,1.97,25,NA,Christianity
161,218,218_1990,Ecuador,South America,1990,7.636873528,5.952764831,43.5264171,9.369839455,7.86943394,1.500405515,23.67132765,9.842777436,0,0.719734842,3151.999,3164.198,0.499034308,2568.657,2539.3,0.502873654,1489.529509,36.95612628,6.6,NA,1.67,20.5,20.5,Christianity
162,218,218_2001,Ecuador,South America,2001,9.157058138,6.473626546,37.32456827,10.9667658,8.941061895,2.025703901,30.28016904,5.797812212,0,0.644813137,4197.204,4240.484,0.497435316,3359.357,3333.709,0.501916013,1894.615169,51.9997866,7,NA,1.68,22.6,NA,Christianity
163,218,218_2001,Ecuador,South America,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4197.204,4240.484,0.497435316,3359.357,3333.709,0.501916013,1894.615169,51.9997866,7,NA,1.68,22.6,NA,Christianity
164,218,218_2010,Ecuador,South America,2010,12.12348666,7.218085763,36.0542111,12.42425117,10.48371646,1.94053471,28.02227652,4.157688785,0,0.732593851,5140.321,5211.752,0.496549918,3957.228,3922.924,0.502176608,4633.590358,60.4409607,7.8,1.41,1.41,25,25,Christianity
165,218,218_2010,Ecuador,South America,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5140.321,5211.752,0.496549918,3957.228,3922.924,0.502176608,4633.590358,60.4409607,7.8,1.41,1.41,25,25,Christianity
166,222,222_1992,El Salvador,North America,1992,7.551529044,5.439429497,33.62622569,9.837362877,7.89717841,1.940184468,38.56992123,4.975531663,0,0.609628926,1568.685,1736.756,0.474576615,1229.615,1355.74,0.475607799,1073.311045,261.4055502,3.9,NA,0.79,19.6,NA,Christianity
167,222,222_2007,El Salvador,North America,2007,8.822713598,6.840536831,36.63648713,13.24296068,11.50615563,1.736805047,31.17358805,3.283713719,0,0.821179171,1861.226,2198.578,0.458452181,1407.853,1627.643,0.463796691,2786.157922,294.6819498,5.8,NA,0.54,23,NA,Christianity
168,231,231_1994,Ethiopia,Africa,1994,6.111097982,5.968809155,48.04484698,13.02840355,11.60199351,1.426410041,NA,NA,26.84684234,0.910288231,14526.425,14921.678,0.49328899,11773.985,12142.71,0.492291473,125.5495699,55.180998,NA,NA,1.09,16.8,NA,Christianity
169,231,231_2000,Ethiopia,Africa,2000,5.125731809,4.233714379,43.86060726,10.88755295,9.791848332,1.095704614,28.5586046,7.318688434,0.015100568,0.951171188,17486.098,17968.831,0.493192301,14314.005,14617.928,0.49474762,124.4608003,66.224804,1.5,1.85,1.85,16.6,16.6,Christianity
170,231,231_2005,Ethiopia,Africa,2005,5.001709092,3.681493126,48.74981635,9.889086887,8.718861002,1.170225884,27.6892263,4.983110234,0.005558007,0.872190054,20134.692,20717.671,0.492864807,16563.184,16859.738,0.495563613,162.4327265,67.60392208,1.9,1.79,1.79,16.7,16.7,Christianity
171,231,231_2007,Ethiopia,Africa,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21441.808,22070.617,0.492774374,17667.208,17948.394,0.496052488,244.2860372,71.43828527,2,NA,1.79,16.7,NA,Christianity
172,231,231_2007,Ethiopia,Africa,2007,8.338858729,5.385579945,48.22835088,12.19554998,10.95915913,1.236390854,21.11502051,4.736639959,0,0.947621449,21441.808,22070.617,0.492774374,17667.208,17948.394,0.496052488,244.2860372,71.43828527,2,NA,1.79,16.7,NA,Christianity
173,231,231_2011,Ethiopia,Africa,2011,7.575711552,4.672968671,45.93785916,10.24277335,9.346022893,0.896750456,26.87907784,4.657448704,0.034160721,1.017955234,24738.68,25373.568,0.493665341,20525.381,20659.48,0.498371987,354.4795758,79.82578938,2.4,1.79,1.79,17.3,NA,Christianity
174,231,231_2016,Ethiopia,Africa,2016,7.521216404,4.767273718,47.06756624,11.64833706,10.25099155,1.39734551,25.36754102,3.628065558,0,0.865462072,29929.505,30449.744,0.495691906,25086.776,24949.201,0.501374761,717.1245929,91.74101696,2.7,1.81,1.81,18.3,NA,Christianity
175,233,233_2000,Estonia,Europe,2000,33.52047539,16.97352123,26.00117851,12.13542946,NA,NA,NA,NA,11.3693954,NA,525.247,627.861,0.455505469,346.996,347.752,0.499455918,4075.970639,32.95553197,11.7,0.77,0.77,38,38,Unaffiliated Religions
176,233,233_2001,Estonia,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.555,628.036,0.456053269,346.678,346.396,0.500203441,4509.178202,32.7462845,11.8,NA,0.77,38,NA,Unaffiliated Religions
177,233,233_2011,Estonia,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.911,610.106,0.457209277,319.13,310.675,0.506712395,17621.54796,31.31490918,12.5,0.89,0.89,40.2,NA,Unaffiliated Religions
178,242,242_1996,Fiji,Oceania,1996,3.98353565,4.862564532,37.15641133,5.036975024,3.760290219,1.276684805,46.176922,2.783591461,0,0.469137675,251.819,247.266,0.504561347,207.859,201.169,0.508177924,2714.564932,42.93300493,9.8,NA,1.55,21.6,NA,Christianity
179,242,242_2007,Fiji,Oceania,2007,5.546852335,7.096025529,30.31041485,5.181317087,3.80040615,1.380910937,49.02233827,2.843051929,0,0.439664343,296.929,287.72,0.507875666,230.94,220.496,0.511567531,4072.10157,45.76847291,9.3,NA,1.55,25.3,NA,Christianity
180,242,242_2014,Fiji,Oceania,2014,5.943719238,8.843355446,38.10186176,5.804622298,4.199657608,1.604964691,39.97432056,1.332120693,0,0.417748402,309.11,301.217,0.506466206,231.573,220.856,0.511843847,5605.570356,47.42490421,10.5,1.35,1.35,26.5,NA,Christianity
181,246,246_2010,Finland,Europe,2010,41.00501459,26.88427426,21.42580966,6.67807821,NA,NA,NA,NA,4.006823277,NA,2180.291,2298.93,0.486756737,1219.818,1169.627,0.510502648,46459.97325,17.64841066,12.8,0.84,0.84,42,42,Christianity
182,250,250_1990,France,Europe,1990,27.13352578,23.68906858,NA,NA,NA,NA,NA,1.317755271,47.85965037,NA,21754.529,23532.949,0.480365213,14366.798,14156.032,0.503694689,21793.84265,106.3537491,7.1,NA,1.62,34.8,34.8,Christianity
183,250,250_1999,France,Europe,1999,30.98474653,24.78574753,NA,NA,NA,NA,NA,1.017121717,43.21238423,NA,22764.98,24761.067,0.479000073,14412.529,14439.808,0.499527265,24673.19897,110.4829701,9.6,NA,1.41,36.2,NA,Christianity
184,250,250_2001,France,Europe,2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23064.878,25131.006,0.478565307,14337.999,14406.871,0.498802012,22433.55571,112.0546527,10,NA,1.43,37.7,NA,Christianity
185,250,250_2006,France,Europe,2006,32.83849631,25.78292956,NA,NA,NA,NA,NA,1.079893942,40.29868019,NA,23959.572,26182.845,0.477830417,14336.109,14453.869,0.497954844,36443.62344,116.191339,10.6,NA,1.19,38.9,NA,Christianity
186,250,250_2011,France,Europe,2011,34.09893846,25.85422015,NA,NA,NA,NA,NA,1.334381907,38.71245948,NA,24648.247,26885.625,0.478292161,14182.343,14269.084,0.49847563,43790.73205,119.3351194,10.9,1.07,1.07,40.1,NA,Christianity
187,250,250_2011,France,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24648.247,26885.625,0.478292161,14182.343,14269.084,0.49847563,43790.73205,119.3351194,10.9,1.07,1.07,40.1,NA,Christianity
188,250,250_2015,France,Europe,2015,35.4559395,25.80060866,25.54489457,8.574728915,NA,NA,NA,NA,4.623828357,NA,25179.721,27444.759,0.478479236,13985.193,14074.31,0.498412,36638.18493,121.5367021,11.5,0.92,0.92,41.2,41.2,Christianity
189,266,266_2000,Gabon,Africa,2000,19.28867044,7.523142585,13.94052003,5.326378873,3.947507761,1.378871112,38.46535047,15.45593761,0,0.45679932,355.995,368.544,0.491340011,281.763,278.76,0.502678748,4125.716664,4.767182831,6.2,1.3,1.3,19.3,19.3,Christianity
190,266,266_2012,Gabon,Africa,2012,22.42201356,7.307972695,19.51522276,8.627175245,6.982347,1.644828245,38.83008677,3.273213365,0.024315606,0.627880873,563.167,542.134,0.509514603,473.605,441.083,0.517777647,9813.477703,6.790398572,7.8,1.96,1.96,21.2,NA,Christianity
191,268,268_2002,Georgia,Asia,2002,16.30066331,NA,NA,NA,NA,NA,NA,NA,NA,NA,1577.348,1827.062,0.463324923,1066.269,1119.955,0.487721752,853.5164537,69.60556702,11.9,NA,0.95,34.7,NA,Christianity
192,268,268_2014,Georgia,Asia,2014,17.47982653,10.24523726,25.67120175,11.22420275,NA,NA,NA,NA,35.37953171,NA,1530.048,1751.138,0.466309438,955.732,964.868,0.497621577,4739.188338,65.07250079,12.6,0.73,0.73,37,NA,Christianity
193,270,270_2013,Gambia,Africa,2013,8.385145997,2.163248027,21.35644921,4.782772992,3.830835268,0.951937724,56.23007961,6.918568861,0.163735304,0.604684939,530.739,553.496,0.489505504,448.633,471.456,0.487597395,700.514972,194.0425889,3.4,1.83,1.83,17.1,NA,Islam
194,276,276_2005,Germany,Europe,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33848.504,35989.871,0.484669124,20026.789,19353.137,0.508553241,34507.36881,236.4646806,13,0.96,0.96,42.1,42.1,Christianity
195,276,276_2011,Germany,Europe,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34053.815,35878.885,0.48695124,18757.044,18158.103,0.508112402,46644.77603,230.3046333,13.8,0.93,0.93,44.3,NA,Christianity
196,276,276_2011,Germany,Europe,2011,37.27003178,28.38964398,23.32358903,7.331511694,NA,NA,NA,NA,3.685223512,NA,34053.815,35878.885,0.48695124,18757.044,18158.103,0.508112402,46644.77603,230.3046333,13.8,0.93,0.93,44.3,NA,Christianity
197,288,288_1993,Ghana,Africa,1993,24.31642304,3.370593293,23.93809114,19.38091144,16.80137575,2.579535684,25.95012898,3.043852107,0,0.813803305,4527.991,4538.93,0.499396763,3825.554,3759.801,0.504334207,370.4192479,70.78652105,5.4,NA,1.5,17.6,NA,Christianity
198,288,288_1999,Ghana,Africa,1999,26.1342729,4.082785435,24.57282318,16.7160464,14.4688629,2.247183496,26.41270238,2.081369711,0,0.808795865,5392.762,5387.034,0.500265682,4567.089,4470.916,0.505320477,410.3342297,82.67715127,6,NA,1.31,18.1,NA,Christianity
